ensembl_gene_id	go_id
41453	FBgn0036843	GO:0022857
41454	FBgn0036843	GO:0016020
41455	FBgn0036843	GO:0055085
41456	FBgn0036843	GO:0006730
41457	FBgn0036843	GO:0006811
41458	FBgn0036843	GO:0031305
41459	FBgn0036843	GO:0022889
41460	FBgn0036843	GO:0140300
41461	FBgn0036843	GO:1990542
41462	FBgn0036843	GO:0015075
41463	FBgn0036843	GO:0016021
41464	FBgn0036843	GO:0031966
41465	FBgn0036843	GO:0006865
41466	FBgn0262610	GO:0016021
41467	FBgn0262610	GO:0016020
41468	FBti0063867	
41469	FBgn0035415	GO:0005737
41470	FBgn0030361	GO:0016021
41471	FBgn0030361	GO:0005886
41472	FBgn0030361	GO:0006751
41473	FBgn0030361	GO:0036374
41474	FBgn0030361	GO:0000048
41475	FBgn0030361	GO:0016020
41476	FBgn0030361	GO:0016740
41477	FBgn0030361	GO:0016787
41478	FBgn0030361	GO:0016746
41479	FBti0019282	
41480	FBti0061462	
41481	FBgn0026174	GO:0005634
41482	FBgn0026174	GO:0005737
41483	FBgn0026174	GO:0031146
41484	FBgn0026174	GO:0019005
41485	FBgn0026174	GO:0006511
41486	FBgn0026174	GO:0016567
41487	FBgn0026174	GO:0097602
41488	FBgn0266182	
41489	FBgn0052713	GO:0005515
41490	FBgn0052713	GO:0003674
41491	FBgn0052713	GO:0008150
41492	FBgn0052713	GO:0005575
41493	FBgn0033608	GO:0016021
41494	FBgn0033608	GO:0016020
41495	FBgn0266143	
41496	FBti0063210	
41497	FBgn0029920	
41498	FBgn0039040	GO:0016021
41499	FBgn0039040	GO:0016491
41500	FBgn0039040	GO:0005811
41501	FBgn0039040	GO:0016616
41502	FBgn0039040	GO:0016020
41503	FBgn0040087	GO:0005737
41504	FBgn0040087	GO:0006886
41505	FBgn0040087	GO:0006888
41506	FBgn0040087	GO:0000139
41507	FBgn0040087	GO:0005783
41508	FBgn0040087	GO:0005789
41509	FBgn0040087	GO:0044719
41510	FBgn0040087	GO:0007030
41511	FBgn0040087	GO:0016192
41512	FBgn0040087	GO:0032580
41513	FBgn0040087	GO:0005795
41514	FBgn0040087	GO:0048280
41515	FBgn0040087	GO:0010389
41516	FBgn0040087	GO:0012507
41517	FBgn0040087	GO:0048211
41518	FBgn0040087	GO:0045056
41519	FBgn0040087	GO:0061025
41520	FBgn0040087	GO:0005515
41521	FBgn0040087	GO:0016020
41522	FBgn0040087	GO:0005794
41523	FBgn0040087	GO:0009653
41524	FBgn0053809	GO:0046982
41525	FBgn0053809	GO:0000790
41526	FBgn0053809	GO:0005634
41527	FBgn0053809	GO:0000786
41528	FBgn0053809	GO:0006334
41529	FBgn0053809	GO:0003677
41530	FBgn0053809	GO:0005700
41531	FBgn0053809	GO:0000788
41532	FBgn0053809	GO:0035059
41533	FBgn0053809	GO:0031492
41534	FBgn0053809	GO:0005694
41535	FBgn0053809	GO:0000785
41536	FBgn0053809	GO:0005515
41537	FBgn0053809	GO:0043232
41538	FBgn0053809	GO:0030527
41539	FBgn0035933	GO:0005615
41540	FBgn0035933	GO:0005576
41541	FBgn0035933	GO:0032504
41542	FBgn0035933	GO:0008061
41543	FBgn0035933	GO:0003674
41544	FBgn0035933	GO:0019953
41545	FBgn0032911	GO:0016021
41546	FBgn0032911	GO:0005886
41547	FBgn0032911	GO:0015171
41548	FBgn0032911	GO:0006865
41549	FBgn0032911	GO:0015174
41550	FBgn0032911	GO:0089718
41551	FBgn0032911	GO:0016020
41552	FBgn0032911	GO:1990822
41553	FBgn0032911	GO:0003333
41554	FBgn0036789	GO:0016021
41555	FBgn0036789	GO:0005887
41556	FBgn0036789	GO:0007218
41557	FBgn0036789	GO:0043005
41558	FBgn0036789	GO:0007186
41559	FBgn0036789	GO:0008188
41560	FBgn0036789	GO:0004930
41561	FBgn0036789	GO:0042277
41562	FBgn0036789	GO:0004994
41563	FBgn0036789	GO:0008261
41564	FBgn0036789	GO:0016020
41565	FBgn0036789	GO:0005886
41566	FBgn0036789	GO:0007165
41567	FBgn0036789	GO:0038170
41568	FBti0019924	
41569	FBgn0287586	
41570	FBgn0053445	
41571	FBgn0033543	GO:0071949
41572	FBgn0033543	GO:0016491
41573	FBgn0033543	GO:0005777
41574	FBgn0033543	GO:0019478
41575	FBgn0033543	GO:0003884
41576	FBgn0033543	GO:0046416
41577	FBgn0033543	GO:0005737
41578	FBgn0265548	
41579	FBgn0250785	GO:0035151
41580	FBgn0250785	GO:0019991
41581	FBgn0250785	GO:0005918
41582	FBgn0250785	GO:0016328
41583	FBgn0250785	GO:0035159
41584	FBgn0250785	GO:0007424
41585	FBgn0250785	GO:0035001
41586	FBgn0250785	GO:0005515
41587	FBgn0250785	GO:0005911
41588	FBgn0250785	GO:0005886
41589	FBti0059659	
41590	FBgn0038250	GO:0004252
41591	FBgn0038250	GO:0006508
41592	FBgn0038250	GO:0005576
41593	FBgn0038250	GO:0008236
41594	FBgn0038250	GO:0016787
41595	FBgn0038250	GO:0008233
41596	FBgn0039039	GO:0045944
41597	FBgn0039039	GO:0005634
41598	FBgn0039039	GO:0005829
41599	FBgn0039039	GO:0046872
41600	FBgn0039039	GO:0000122
41601	FBgn0039039	GO:0007417
41602	FBgn0039039	GO:0000977
41603	FBgn0039039	GO:0006357
41604	FBgn0039039	GO:0000981
41605	FBgn0039039	GO:0007517
41606	FBgn0039039	GO:0007525
41607	FBgn0039039	GO:0007520
41608	FBgn0039039	GO:0010817
41609	FBgn0039039	GO:0000978
41610	FBgn0038056	GO:0005737
41611	FBgn0038056	GO:0031146
41612	FBgn0038056	GO:0019005
41613	FBgn0038056	GO:0005515
41614	FBgn0038056	GO:0016567
41615	FBgn0040343	
41616	FBti0060041	
41617	FBgn0263206	GO:0003674
41618	FBgn0263206	GO:0008150
41619	FBgn0263206	GO:0005575
41620	FBti0063801	
41621	FBgn0053368	
41622	FBti0020263	
41623	FBti0062520	
41624	FBtr0304461_df_nrg	
41625	FBgn0036900	GO:0005634
41626	FBgn0036900	GO:0006357
41627	FBgn0036900	GO:0048813
41628	FBgn0036900	GO:0005667
41629	FBgn0036900	GO:0003674
41630	FBgn0036900	GO:0005575
41631	FBgn0038676	GO:0006338
41632	FBgn0038676	GO:0000228
41633	FBgn0038676	GO:0006357
41634	FBgn0038676	GO:0005634
41635	FBgn0038676	GO:0003712
41636	FBgn0038676	GO:0016514
41637	FBgn0033713	GO:0006886
41638	FBgn0033713	GO:0016020
41639	FBgn0033713	GO:0005794
41640	FBgn0033713	GO:0005797
41641	FBgn0033713	GO:0000138
41642	FBgn0033713	GO:0003674
41643	FBgn0262314	
41644	FBgn0036549	GO:0019005
41645	FBgn0036549	GO:0006511
41646	FBgn0036549	GO:0043161
41647	FBgn0036549	GO:0005515
41648	FBgn0036549	GO:0003674
41649	FBgn0036549	GO:0008150
41650	FBgn0036549	GO:0005575
41651	FBgn0262367	
41652	FBgn0261997	
41653	FBgn0266723	GO:0006888
41654	FBgn0266723	GO:0005783
41655	FBgn0266723	GO:0048193
41656	FBgn0266723	GO:0016192
41657	FBgn0266723	GO:1990071
41658	FBgn0266723	GO:0030008
41659	FBgn0266723	GO:1990072
41660	FBgn0266723	GO:1990070
41661	FBgn0266723	GO:0005085
41662	FBgn0266723	GO:0050790
41663	FBgn0266723	GO:0005515
41664	FBgn0266723	GO:0005794
41665	FBgn0053849	GO:0000790
41666	FBgn0053849	GO:0005634
41667	FBgn0053849	GO:0000786
41668	FBgn0053849	GO:0006334
41669	FBgn0053849	GO:0003677
41670	FBgn0053849	GO:0006355
41671	FBgn0053849	GO:0031492
41672	FBgn0053849	GO:0003690
41673	FBgn0053849	GO:0030261
41674	FBgn0053849	GO:0031490
41675	FBgn0053849	GO:0016584
41676	FBgn0053849	GO:0031936
41677	FBgn0053849	GO:0045910
41678	FBgn0053849	GO:0042025
41679	FBgn0053849	GO:0051276
41680	FBgn0053849	GO:0006342
41681	FBgn0053849	GO:0031057
41682	FBgn0053849	GO:0005694
41683	FBgn0053849	GO:0000785
41684	FBgn0053849	GO:0005515
41685	FBgn0053849	GO:0031507
41686	FBgn0053849	GO:0010526
41687	FBgn0053849	GO:0030527
41688	FBtr0309627_df_nrg	
41689	FBti0019570	
41690	FBgn0265079	
41691	FBgn0029859	GO:0003674
41692	FBgn0029859	GO:0008150
41693	FBgn0029859	GO:0005575
41694	FBgn0083039	
41695	FBgn0029525	
41696	FBgn0035198	
41697	FBgn0039009	
41698	FBti0061266	
41699	FBgn0084049	
41700	FBgn0031775	GO:0016491
41701	FBgn0031775	GO:0004303
41702	FBgn0031775	GO:0000253
41703	FBgn0031775	GO:0072555
41704	FBgn0031775	GO:0072582
41705	FBgn0031775	GO:0102176
41706	FBti0019425	
41707	FBgn0004118	GO:0016021
41708	FBgn0004118	GO:0005216
41709	FBgn0004118	GO:0045211
41710	FBgn0004118	GO:0004888
41711	FBgn0004118	GO:0006811
41712	FBgn0004118	GO:0005230
41713	FBgn0004118	GO:0034220
41714	FBgn0004118	GO:0022848
41715	FBgn0004118	GO:0016020
41716	FBgn0004118	GO:0005886
41717	FBgn0004118	GO:0030054
41718	FBgn0004118	GO:0045202
41719	FBgn0004118	GO:0060078
41720	FBgn0004118	GO:0060079
41721	FBgn0004118	GO:0007154
41722	FBgn0004118	GO:0023052
41723	FBgn0004118	GO:0005887
41724	FBgn0004118	GO:0007165
41725	FBgn0004118	GO:0007268
41726	FBgn0004118	GO:0017085
41727	FBgn0004118	GO:0043005
41728	FBgn0004118	GO:0042391
41729	FBgn0004118	GO:0007271
41730	FBgn0004118	GO:0030594
41731	FBgn0004118	GO:0050877
41732	FBgn0004118	GO:0005892
41733	FBgn0038001	GO:0004252
41734	FBgn0038001	GO:0005615
41735	FBgn0038001	GO:0006508
41736	FBgn0038001	GO:0016787
41737	FBgn0038001	GO:0008233
41738	FBgn0038001	GO:0008236
41739	FBgn0034230	GO:0016319
41740	FBgn0034230	GO:0005085
41741	FBgn0034230	GO:0007264
41742	FBgn0034230	GO:0005088
41743	FBgn0034230	GO:0046579
41744	FBgn0034230	GO:0005575
41745	FBgn0034230	GO:0005886
41746	FBgn0034230	GO:0043547
41747	FBgn0034230	GO:0007265
41748	FBgn0034942	GO:0016021
41749	FBgn0034942	GO:0016020
41750	FBgn0034942	GO:0003674
41751	FBgn0034942	GO:0008150
41752	FBgn0034942	GO:0005575
41753	FBgn0024920	GO:0005739
41754	FBgn0024920	GO:0005829
41755	FBgn0024920	GO:0032259
41756	FBgn0024920	GO:0004799
41757	FBgn0024920	GO:0006235
41758	FBgn0024920	GO:0006231
41759	FBgn0024920	GO:0016740
41760	FBgn0024920	GO:0009165
41761	FBgn0024920	GO:0008168
41762	FBgn0024920	GO:0003824
41763	FBgn0024920	GO:0016741
41764	FBti0062951	
41765	FBgn0036706	GO:0046872
41766	FBgn0036706	GO:0016491
41767	FBgn0036706	GO:0003954
41768	FBgn0036706	GO:0005747
41769	FBgn0036706	GO:0006120
41770	FBgn0036706	GO:0051537
41771	FBgn0036706	GO:0051536
41772	FBgn0036706	GO:0008137
41773	FBgn0261283	GO:0005634
41774	FBgn0261283	GO:0000122
41775	FBgn0261283	GO:0003700
41776	FBgn0261283	GO:0045893
41777	FBgn0261283	GO:0031965
41778	FBgn0261283	GO:0016020
41779	FBgn0261283	GO:0001228
41780	FBgn0261283	GO:0005789
41781	FBgn0261283	GO:0000978
41782	FBgn0261283	GO:0046983
41783	FBgn0261283	GO:0033993
41784	FBgn0261283	GO:0006633
41785	FBgn0261283	GO:0000902
41786	FBgn0261283	GO:1903146
41787	FBgn0261283	GO:0055089
41788	FBgn0261283	GO:1902895
41789	FBgn0261283	GO:0042304
41790	FBgn0261283	GO:0032933
41791	FBgn0261283	GO:0006357
41792	FBgn0261283	GO:0000981
41793	FBgn0261283	GO:0045944
41794	FBti0063588	
41795	FBgn0001612	GO:0005737
41796	FBgn0001612	GO:0000278
41797	FBgn0001612	GO:0031122
41798	FBgn0001612	GO:0000922
41799	FBgn0001612	GO:0000212
41800	FBgn0001612	GO:0051321
41801	FBgn0001612	GO:0051225
41802	FBgn0001612	GO:0000226
41803	FBgn0001612	GO:0007140
41804	FBgn0001612	GO:0005874
41805	FBgn0001612	GO:0005815
41806	FBgn0001612	GO:0000923
41807	FBgn0001612	GO:0051415
41808	FBgn0001612	GO:0000930
41809	FBgn0001612	GO:0043015
41810	FBgn0001612	GO:0008275
41811	FBgn0001612	GO:0007020
41812	FBgn0001612	GO:0005813
41813	FBgn0001612	GO:0005856
41814	FBgn0001612	GO:0072686
41815	FBgn0001612	GO:0051011
41816	FBgn0265272	GO:0003674
41817	FBgn0265272	GO:0008150
41818	FBgn0265272	GO:0005575
41819	FBgn0260771	GO:0005634
41820	FBgn0260771	GO:0003676
41821	FBgn0260771	GO:0003723
41822	FBgn0260771	GO:0030154
41823	FBgn0260771	GO:1990904
41824	FBgn0260771	GO:0005654
41825	FBgn0260771	GO:0006396
41826	FBgn0260771	GO:0007283
41827	FBgn0260771	GO:0006397
41828	FBgn0260771	GO:0008380
41829	FBgn0260771	GO:0097322
41830	FBgn0260771	GO:0000122
41831	FBgn0260771	GO:0017070
41832	FBgn0260771	GO:0048024
41833	FBgn0260771	GO:0034244
41834	FBgn0260771	GO:0120259
41835	FBgn0260771	GO:0000494
41836	FBgn0260771	GO:0030532
41837	FBgn0287423	GO:0005615
41838	FBgn0287423	GO:0005184
41839	FBgn0287423	GO:0007218
41840	FBgn0287423	GO:0005576
41841	FBgn0287423	GO:0006959
41842	FBgn0287602	
41843	FBgn0266262	
41844	FBgn0262877	GO:0016021
41845	FBgn0262877	GO:0016020
41846	FBgn0262877	GO:0003674
41847	FBgn0262877	GO:0008150
41848	FBgn0262877	GO:0005575
41849	FBgn0083962	GO:0003674
41850	FBgn0083962	GO:0008150
41851	FBgn0083962	GO:0005575
41852	FBgn0026190	GO:0005783
41853	FBgn0026190	GO:0005506
41854	FBgn0026190	GO:0016705
41855	FBgn0026190	GO:0005788
41856	FBgn0026190	GO:0016702
41857	FBgn0026190	GO:0004656
41858	FBgn0026190	GO:0031418
41859	FBgn0026190	GO:0018401
41860	FBgn0026190	GO:0005515
41861	FBgn0026190	GO:0046872
41862	FBgn0026190	GO:0016491
41863	FBgn0026190	GO:0051213
41864	FBgn0026190	GO:0019511
41865	FBgn0263232	GO:0005634
41866	FBgn0263232	GO:0003723
41867	FBgn0263232	GO:0016973
41868	FBgn0263232	GO:0005515
41869	FBgn0263232	GO:0051028
41870	FBtr0472764_df_nrg	
41871	FBgn0028506	GO:0016021
41872	FBgn0028506	GO:0016020
41873	FBgn0053845	GO:0046982
41874	FBgn0053845	GO:0000790
41875	FBgn0053845	GO:0005634
41876	FBgn0053845	GO:0000786
41877	FBgn0053845	GO:0006334
41878	FBgn0053845	GO:0003677
41879	FBgn0053845	GO:0005700
41880	FBgn0053845	GO:0000788
41881	FBgn0053845	GO:0035059
41882	FBgn0053845	GO:0031492
41883	FBgn0053845	GO:0005694
41884	FBgn0053845	GO:0000785
41885	FBgn0053845	GO:0005515
41886	FBgn0053845	GO:0043232
41887	FBgn0053845	GO:0030527
41888	FBgn0017572	GO:0005634
41889	FBgn0017572	GO:0005737
41890	FBgn0017572	GO:0035556
41891	FBgn0017572	GO:0043539
41892	FBgn0017572	GO:0003674
41893	FBgn0017572	GO:0071902
41894	FBgn0035422	GO:0002181
41895	FBgn0035422	GO:0003735
41896	FBgn0035422	GO:0022625
41897	FBgn0035422	GO:0006412
41898	FBgn0035422	GO:0005840
41899	FBgn0035422	GO:0022626
41900	FBgn0051050	GO:0003674
41901	FBgn0051050	GO:0008150
41902	FBgn0051050	GO:0005575
41903	FBgn0264470	
41904	FBgn0262965	
41905	FBgn0036929	GO:0005615
41906	FBgn0036929	GO:0005102
41907	FBgn0036929	GO:0062023
41908	FBti0062341	
41909	FBgn0265180	GO:0007498
41910	FBgn0265180	GO:0003674
41911	FBgn0265180	GO:0005575
41912	FBgn0262366	GO:0003674
41913	FBgn0262366	GO:0008150
41914	FBgn0262366	GO:0005575
41915	FBgn0036690	GO:0005615
41916	FBgn0036690	GO:0035073
41917	FBgn0036690	GO:0071480
41918	FBgn0036690	GO:0005158
41919	FBgn0036690	GO:0007304
41920	FBgn0036690	GO:0008286
41921	FBgn0036690	GO:0042600
41922	FBgn0036690	GO:0048640
41923	FBgn0036690	GO:0048638
41924	FBgn0036690	GO:0009855
41925	FBgn0036690	GO:0106024
41926	FBgn0036690	GO:0001664
41927	FBgn0036690	GO:0048018
41928	FBgn0036690	GO:0007189
41929	FBgn0036690	GO:0043950
41930	FBgn0262788	GO:0016021
41931	FBgn0262788	GO:0016020
41932	FBgn0262788	GO:0003674
41933	FBgn0262788	GO:0008150
41934	FBgn0262788	GO:0005575
41935	FBti0060383	
41936	FBgn0052129	
41937	FBti0018953	
41938	FBti0060155	
41939	FBti0060772	
41940	FBgn0035719	GO:0005634
41941	FBgn0035719	GO:0035317
41942	FBgn0035719	GO:0045879
41943	FBgn0035719	GO:0001736
41944	FBgn0003889	GO:0007435
41945	FBgn0003889	GO:0005737
41946	FBgn0003889	GO:0000278
41947	FBgn0003889	GO:0000226
41948	FBgn0003889	GO:0005525
41949	FBgn0003889	GO:0003924
41950	FBgn0003889	GO:0005200
41951	FBgn0003889	GO:0005874
41952	FBgn0003889	GO:0007017
41953	FBgn0003889	GO:0000166
41954	FBgn0003889	GO:0005856
41955	FBti0063766	
41956	FBgn0051550	GO:0005634
41957	FBgn0051550	GO:0003676
41958	FBgn0051550	GO:0003723
41959	FBgn0051550	GO:0006396
41960	FBgn0051550	GO:0006397
41961	FBgn0051550	GO:0008380
41962	FBgn0051550	GO:0008150
41963	FBgn0051550	GO:0005575
41964	FBgn0051550	GO:0005654
41965	FBti0063461	
41966	FBgn0038356	GO:0016021
41967	FBgn0038356	GO:0016020
41968	FBgn0038356	GO:0003674
41969	FBgn0038356	GO:0008150
41970	FBgn0038356	GO:0005575
41971	FBti0019065	
41972	FBgn0003373	GO:0062130
41973	FBgn0003373	GO:0007594
41974	FBgn0003373	GO:0005201
41975	FBgn0003373	GO:0005576
41976	FBgn0262123	GO:0005737
41977	FBgn0262123	GO:0035082
41978	FBgn0262123	GO:0003341
41979	FBgn0262123	GO:0070286
41980	FBgn0262123	GO:0003674
41981	FBgn0038069	GO:0005615
41982	FBgn0038069	GO:0006629
41983	FBgn0038069	GO:0016042
41984	FBgn0038069	GO:0016788
41985	FBgn0038069	GO:0032504
41986	FBgn0038069	GO:0016787
41987	FBgn0038069	GO:0004806
41988	FBgn0038069	GO:0017171
41989	FBgn0038069	GO:0019953
41990	FBgn0027603	GO:0005634
41991	FBgn0027603	GO:0005737
41992	FBgn0027603	GO:0006508
41993	FBgn0027603	GO:0005637
41994	FBgn0027603	GO:0045751
41995	FBgn0027603	GO:0045879
41996	FBgn0027603	GO:0071456
41997	FBgn0027603	GO:0005643
41998	FBgn0027603	GO:0031648
41999	FBgn0027603	GO:0008234
42000	FBgn0027603	GO:0016926
42001	FBgn0027603	GO:0060997
42002	FBgn0027603	GO:0070140
42003	FBgn0027603	GO:0021952
42004	FBgn0027603	GO:0050728
42005	FBgn0027603	GO:0016787
42006	FBgn0027603	GO:0008233
42007	FBgn0027603	GO:0031453
42008	FBgn0027603	GO:0016929
42009	FBgn0261565	GO:0005634
42010	FBgn0261565	GO:0008270
42011	FBgn0261565	GO:0050832
42012	FBgn0261565	GO:0046872
42013	FBgn0261565	GO:0005737
42014	FBgn0261565	GO:0031674
42015	FBgn0001208	GO:0006726
42016	FBgn0001208	GO:0007616
42017	FBgn0001208	GO:0005506
42018	FBgn0001208	GO:0004497
42019	FBgn0001208	GO:0042427
42020	FBgn0001208	GO:0006571
42021	FBgn0001208	GO:0004510
42022	FBgn0001208	GO:0006559
42023	FBgn0001208	GO:0004505
42024	FBgn0001208	GO:0009072
42025	FBgn0001208	GO:0016714
42026	FBgn0001208	GO:0046872
42027	FBgn0001208	GO:0016491
42028	FBgn0001208	GO:0003824
42029	FBgn0001208	GO:0008152
42030	FBgn0001208	GO:0019293
42031	FBgn0040799	
42032	FBgn0264691	GO:0005737
42033	FBgn0264691	GO:0045793
42034	FBgn0264691	GO:0046628
42035	FBgn0264691	GO:0051897
42036	FBgn0264691	GO:0031931
42037	FBgn0264691	GO:0031932
42038	FBgn0264691	GO:0032956
42039	FBgn0264691	GO:0038203
42040	FBgn0264691	GO:0034504
42041	FBgn0264691	GO:0031929
42042	FBgn0264691	GO:0061586
42043	FBgn0264691	GO:0005515
42044	FBgn0264691	GO:0050896
42045	FBgn0052671	GO:0005886
42046	FBgn0052671	GO:0055037
42047	FBgn0052671	GO:0005525
42048	FBgn0052671	GO:0003924
42049	FBgn0052671	GO:0008021
42050	FBgn0052671	GO:0031982
42051	FBgn0052671	GO:0005794
42052	FBgn0052671	GO:0032869
42053	FBgn0052671	GO:0016192
42054	FBgn0052671	GO:0006904
42055	FBgn0052671	GO:0072659
42056	FBgn0052671	GO:0005768
42057	FBgn0052671	GO:0032482
42058	FBgn0052671	GO:0009306
42059	FBgn0052671	GO:0017157
42060	FBgn0052671	GO:0032593
42061	FBti0061820	
42062	FBgn0036490	GO:0005737
42063	FBgn0036490	GO:0005829
42064	FBgn0036490	GO:0016491
42065	FBgn0036490	GO:0070062
42066	FBgn0036490	GO:0006979
42067	FBgn0036490	GO:0045454
42068	FBgn0036490	GO:0019430
42069	FBgn0036490	GO:0042744
42070	FBgn0036490	GO:0008379
42071	FBgn0036490	GO:0051920
42072	FBgn0036490	GO:0045321
42073	FBgn0036490	GO:0016209
42074	FBgn0036490	GO:0004601
42075	FBti0061419	
42076	FBti0062420	
42077	FBgn0034362	GO:0005737
42078	FBgn0034362	GO:0003674
42079	FBgn0034362	GO:0008150
42080	FBgn0034362	GO:0005575
42081	FBgn0262006	
42082	FBgn0033787	
42083	FBgn0035159	
42084	FBgn0264793	
42085	FBtr0304218_df_nrg	
42086	FBgn0027865	GO:0016021
42087	FBgn0027865	GO:0005887
42088	FBgn0027865	GO:0005886
42089	FBgn0027865	GO:0016020
42090	FBgn0027865	GO:0008150
42091	FBgn0027865	GO:0003674
42092	FBgn0264086	GO:0003674
42093	FBgn0264086	GO:0008150
42094	FBgn0264086	GO:0005575
42095	FBgn0266451	GO:0034059
42096	FBgn0266451	GO:0003674
42097	FBgn0266451	GO:0005575
42098	FBgn0033471	GO:0005515
42099	FBgn0267993	
42100	FBgn0284082	GO:0016021
42101	FBgn0284082	GO:0016020
42102	FBgn0034261	GO:0016192
42103	FBgn0034261	GO:0031410
42104	FBgn0034261	GO:0017137
42105	FBgn0034261	GO:0060967
42106	FBgn0034261	GO:0005765
42107	FBgn0034261	GO:0031902
42108	FBgn0034261	GO:0070923
42109	FBgn0034261	GO:0031085
42110	FBgn0034261	GO:0035280
42111	FBgn0034261	GO:0006605
42112	FBgn0034261	GO:1903232
42113	FBgn0034261	GO:0003674
42114	FBgn0034261	GO:0005085
42115	FBgn0034261	GO:0050790
42116	FBgn0034261	GO:0006727
42117	FBgn0034261	GO:0070922
42118	FBgn0034261	GO:0060965
42119	FBgn0034261	GO:1900369
42120	FBgn0050431	GO:0005634
42121	FBgn0050431	GO:0003677
42122	FBgn0050431	GO:0006355
42123	FBgn0050431	GO:0000976
42124	FBgn0050431	GO:0003700
42125	FBgn0050431	GO:0043565
42126	FBgn0050431	GO:0006357
42127	FBgn0050431	GO:0000981
42128	FBgn0050431	GO:0008270
42129	FBgn0050431	GO:0000977
42130	FBgn0004404	GO:0002181
42131	FBgn0004404	GO:0022627
42132	FBgn0004404	GO:0000028
42133	FBgn0004404	GO:0003735
42134	FBgn0004404	GO:0006412
42135	FBgn0004404	GO:0005840
42136	FBgn0004404	GO:0070181
42137	FBgn0004404	GO:0000462
42138	FBgn0004404	GO:0022626
42139	FBgn0004404	GO:0048027
42140	FBgn0082931	
42141	FBti0019395	
42142	FBgn0034518	GO:0004252
42143	FBgn0034518	GO:0006508
42144	FBgn0034518	GO:0016787
42145	FBgn0034518	GO:0008233
42146	FBgn0034518	GO:0008236
42147	FBgn0264297	GO:0005615
42148	FBgn0264297	GO:0005576
42149	FBgn0264297	GO:0016020
42150	FBgn0264297	GO:0016021
42151	FBgn0264297	GO:0003674
42152	FBgn0264297	GO:0008150
42153	FBti0019271	
42154	FBgn0266395	
42155	FBgn0037166	GO:0005887
42156	FBgn0037166	GO:0007165
42157	FBgn0037166	GO:0016020
42158	FBgn0037166	GO:0007602
42159	FBgn0037166	GO:0016791
42160	FBgn0037166	GO:0008195
42161	FBgn0037166	GO:0006644
42162	FBgn0037166	GO:0042577
42163	FBgn0037166	GO:0046839
42164	FBgn0037166	GO:0016021
42165	FBgn0037166	GO:0016787
42166	FBgn0266002	
42167	FBgn0264695	GO:0005524
42168	FBgn0264695	GO:0003774
42169	FBgn0264695	GO:0051015
42170	FBgn0264695	GO:0016459
42171	FBgn0264695	GO:0030016
42172	FBgn0264695	GO:0032982
42173	FBgn0264695	GO:0005515
42174	FBgn0264695	GO:0000166
42175	FBgn0264695	GO:0003779
42176	FBgn0264695	GO:0030017
42177	FBgn0264695	GO:0005737
42178	FBgn0264695	GO:0042803
42179	FBgn0264695	GO:0007298
42180	FBgn0264695	GO:0005516
42181	FBgn0264695	GO:0040011
42182	FBgn0264695	GO:0008307
42183	FBgn0264695	GO:0007527
42184	FBgn0264695	GO:0007427
42185	FBgn0264695	GO:0031672
42186	FBgn0264695	GO:0007517
42187	FBgn0264695	GO:0030239
42188	FBgn0264695	GO:0045214
42189	FBgn0264695	GO:0050821
42190	FBgn0264695	GO:0060361
42191	FBgn0264695	GO:0006936
42192	FBgn0264695	GO:0071689
42193	FBgn0264695	GO:0005703
42194	FBgn0264695	GO:0030241
42195	FBgn0264695	GO:0031033
42196	FBgn0264695	GO:0042692
42197	FBgn0264695	GO:0043520
42198	FBgn0264695	GO:0005863
42199	FBgn0264695	GO:0000146
42200	FBgn0035888	GO:0032504
42201	FBgn0035888	GO:0003824
42202	FBgn0259982	GO:0045944
42203	FBgn0259982	GO:0005634
42204	FBgn0259982	GO:0006357
42205	FBgn0259982	GO:0000785
42206	FBgn0259982	GO:0006457
42207	FBgn0259982	GO:0003712
42208	FBgn0259982	GO:0016592
42209	FBgn0259982	GO:0051082
42210	FBgn0259982	GO:0003714
42211	FBgn0259982	GO:0016272
42212	FBgn0259982	GO:0048487
42213	FBgn0259982	GO:0005515
42214	FBgn0259982	GO:0045892
42215	FBgn0262223	
42216	FBgn0027615	GO:0016021
42217	FBgn0027615	GO:0005740
42218	FBgn0027615	GO:0032979
42219	FBgn0027615	GO:0031305
42220	FBgn0027615	GO:0033617
42221	FBgn0027615	GO:0008535
42222	FBgn0027615	GO:0032977
42223	FBgn0027615	GO:0051205
42224	FBgn0027615	GO:0016020
42225	FBgn0027615	GO:0030061
42226	FBgn0027615	GO:0033615
42227	FBgn0027615	GO:0097002
42228	FBti0063236	
42229	FBti0061757	
42230	FBgn0265464	GO:0005737
42231	FBgn0265464	GO:0008270
42232	FBgn0265464	GO:0010508
42233	FBgn0265464	GO:0050688
42234	FBgn0265464	GO:0004842
42235	FBgn0265464	GO:0016567
42236	FBgn0265464	GO:0061630
42237	FBgn0265464	GO:0045087
42238	FBgn0265464	GO:0045746
42239	FBgn0265464	GO:0007391
42240	FBgn0265464	GO:0008219
42241	FBgn0265464	GO:0000209
42242	FBgn0265464	GO:0005164
42243	FBgn0265464	GO:0033209
42244	FBgn0265464	GO:0032813
42245	FBgn0265464	GO:0046330
42246	FBgn0265464	GO:0070534
42247	FBgn0265464	GO:0031098
42248	FBgn0265464	GO:0043122
42249	FBgn0265464	GO:0005515
42250	FBgn0265464	GO:0046872
42251	FBgn0265464	GO:0045752
