FamilyID	Bombus_bifarius<1>	Bombus_pyrosoma<2>	Bombus_affinis<3>	Bombus_terrestris<4>	<5>	<6>	<7>
N0.HOG0009722	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009723	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009724	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009725	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009726	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009727	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009744	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009745	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009746	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009759	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009762	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009764	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009765	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009766	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009767	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009770	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009772	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009787	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009796	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009801	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009802	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009806	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009814	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009827	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009829	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009834	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009842	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009843	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009846	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009847	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009849	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009853	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009857	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009860	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009875	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009876	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009877	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009879	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009884	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009892	0.532289	0.0336612	0.0029523	0.00882236	N/A	0.510424	0.516903
N0.HOG0009893	0.532289	0.522527	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009904	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009905	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009906	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009907	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009908	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009909	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009910	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009911	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009912	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009913	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009914	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009915	0.0163963	0.522527	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009916	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009917	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009918	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009919	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009920	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009921	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009922	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009923	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009924	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009925	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009926	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009928	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009929	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009930	0.0163963	0.522527	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009931	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009932	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009933	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009934	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009935	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009936	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009937	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009938	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009939	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009940	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009941	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009942	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009943	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009944	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009945	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009946	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009947	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009948	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009949	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009950	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009951	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009952	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009953	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009954	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009955	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009956	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009957	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009958	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009959	0.0163963	0.522527	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009961	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009962	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009963	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009964	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009965	0.0163963	0.522527	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009966	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009967	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009968	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009969	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009970	0.0163963	0.522527	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009971	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009972	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009973	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009974	0.0163963	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009975	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009976	0.532289	0.0113876	0.5	0.5	N/A	0.510424	0.0252825
N0.HOG0009977	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009978	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009979	0.532289	0.522527	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0009985	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0009995	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010003	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010005	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010019	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010027	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010028	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010039	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010046	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010055	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010060	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010062	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010064	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010067	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010073	0.532289	0.0336612	0.505887	0.00882236	N/A	0.510424	0.516903
N0.HOG0010098	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010141	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010149	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010157	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010165	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010166	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010200	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010211	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010216	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010220	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010221	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010252	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010261	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010268	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010269	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010272	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010278	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010284	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010287	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
N0.HOG0010291	0.532289	0.0336612	0.00882236	0.505887	N/A	0.510424	0.516903
